x,y,Au,Ag,As,Ba,Be,Bi,Cd,Co,Cr,Cu,Mn,Nb,Ni,P,Pb,Rb,Sb,Sn,Ti,V,W,Zn,Zr,Si,Al,Fe,Mg,Ca,Na,K
7.5624,9.4086,0.9133,0.078304,9.2436,548.6,2.265,0.35595,0.12468,5.9874,40.9,10.784,392,12.16,15.39,482.6,21.342,101.8,0.7711,3.02,3456.1,63.2,1.509,54.178,419.9,6.337e+05,1.286e+05,35000,13900,20600,20900,26200
20.232,34.248,1.0594,0.060608,9.1848,609.7,2.3294,0.3,0.11756,9.7033,47.16,15.967,513.9,12.889,22.056,369.9,22.234,108.8,0.8919,2.57,3638,67.107,1.7917,60.612,356.1,6.372e+05,1.272e+05,34800,13700,50800,19200,27150
17.194,36.907,0.97636,0.07932,8.774,566.3,2.4051,0.58836,0.082345,8.5754,46.3,15.202,452.8,12.74,21.032,503.8,19.758,109,0.81418,2.28,3356.3,68.2,1.4542,58.751,331,6.409e+05,1.366e+05,37400,12400,14100,17800,28100
16.076,24.545,1.1008,0.10866,22.372,606.5,2.438,0.35763,0.15621,12.128,64.5,25.971,804.8,13.67,26.019,782.9,30.288,116.9,1.2893,2.42,4127.8,85,1.7913,79.541,311.5,6.192e+05,1.397e+05,50100,14400,15600,16500,27800
23.873,23.322,0.4672,0.09403,6.5032,585.9,2.3294,0.35175,0.097314,8.3633,50,14.322,500.8,13.03,17.346,685.7,23.593,110.8,1.0591,2.4,3586,65.7,1.632,50.222,419.6,6.503e+05,1.375e+05,36300,12000,14200,18400,28600
13.468,29.524,0.9442,0.08224,7.628,578.3,2.37,0.30032,0.093215,8.672,41.1,12.793,506.7,13.34,18.764,571.9,21.197,111.7,0.73506,2.44,3230.2,58.5,1.4677,49.929,342.1,6.515e+05,1.298e+05,33700,11900,16500,20400,29200
30.804,36.086,1.3528,0.063293,12.806,581.9,2.7284,0.31778,0.11581,12.779,62.83,24.299,639.7,15.453,26.853,528.8,24.567,108.5,0.9954,2.796,4050.9,86.514,1.865,74.677,289.5,6.091e+05,1.359e+05,45500,21800,38500,19000,25700
3.8542,7.9617,1.4074,0.069706,8.0816,559.4,2.133,0.2142,0.07692,6.1852,42.7,10.928,366.4,13.95,15.04,561.8,18.53,105.3,0.6237,2.47,3296.6,57.2,1.355,38.275,511.3,6.676e+05,1.326e+05,30100,9900,15800,20300,29600
10.583,21.011,0.9596,0.0707,7.854,548.6,1.8633,0.19755,0.056825,6.3976,35,12.001,386.5,9.028,13.871,451.1,17.471,94.8,0.58878,1.681,2798.3,57.7,1.098,35.123,199.6,5.544e+05,1.094e+05,26800,27300,67300,22100,24500
30.959,29.974,0.8507,0.093147,10.09,630.8,2.3247,0.33647,0.12709,13.059,50.543,21.653,632.1,15,27.576,381.7,23.981,95.3,1.1628,2.727,3914.8,76.839,1.8456,61.625,307.2,5.588e+05,1.277e+05,37700,15900,74300,18000,24030
34.018,33.715,1.2087,0.10596,12.31,504.5,2.2,0.32118,0.1429,12.612,55.29,24.451,568.3,12.533,30.365,632.2,20.779,95.6,1.034,2.325,3725,75.273,1.7471,66.989,245.4,4.884e+05,1.178e+05,41800,20800,98100,11800,20900
14.227,23.819,0.9493,0.06938,6.74,585.1,2.0888,0.29264,0.059655,6.5436,41.1,12.496,423.9,12.6,12.915,620.9,19.411,111.7,0.67119,2.47,3069,54,1.3716,38.533,338.4,6.848e+05,1.294e+05,29300,9900,12200,20500,31400
7.5658,6.0118,1.5932,0.077842,7.4036,545.9,2.243,0.252,0.07544,7.3789,33.2,10.887,357.1,11.94,17.17,386.4,20.559,103.2,0.7744,2.47,2926.4,49,1.918,43.25,339.2,6.538e+05,1.226e+05,28600,10700,19200,19700,27800
30.623,17.589,0.6106,0.063535,6.9596,613.6,2.2525,0.22702,0.079943,6.9193,40.8,12.354,397.5,11.824,14.803,680.9,20.014,106.1,0.6647,2.12,3618,60.4,1.248,44.03,350.4,6.464e+05,1.326e+05,32900,10000,15100,23000,28800
17.206,1.8611,0.37873,0.06184,6.9596,566.9,2.1094,0.20153,0.04889,5.4463,42.9,8.5206,347.9,9.982,12.516,456.8,15.524,107.4,0.57507,1.98,2839.3,49.8,0.97402,33.726,264.5,6.436e+05,1.424e+05,29600,12800,15800,17100,28900
33.276,0.9749,1.5002,0.084491,4.8356,553.9,2.0108,0.27578,0.10752,6.5329,32.6,14.067,412.2,9.8327,13.652,739.8,21.824,94.2,0.6624,2.06,2945.9,49,1.0761,54.372,260.8,5.632e+05,1.121e+05,26800,14000,61300,19500,26200
14.052,21.595,0.4211,0.04696,6.74,596.1,2.0682,0.19388,0.05777,5.9798,32.1,10.493,401.7,9.342,11.519,566.4,18.099,114.2,0.50767,2.17,2586.4,46.6,1.0102,33.693,195.4,6.829e+05,1.284e+05,25300,9400,12400,21600,31800
38.353,26.264,0.785,0.064164,7.1808,526.7,1.8279,0.22476,0.055179,6.6112,36.5,11.29,356.9,10.466,15.057,361.1,18.204,87,0.6049,1.5,3029.6,58.9,1.1105,36.751,370.8,5.102e+05,1.11e+05,26700,17200,1.103e+05,18200,21900
10.57,22.678,0.3239,0.06916,7.4036,582.6,2.2073,0.22137,0.059535,6.7032,39,12.452,427.5,12,15.288,580.9,18.759,101.9,0.5451,1.9116,3443.6,61,1.1726,40.887,291.1,6.251e+05,1.294e+05,34300,12400,17700,20200,27500
12.529,25.78,0.667,0.07794,6.9596,578.9,2.2928,0.54988,0.10172,7.4707,34.2,15.851,467.2,10.82,15.813,593.3,24.073,114.2,0.79078,2.4,2854.1,51.7,1.8031,41.822,254.2,6.651e+05,1.246e+05,30500,9200,13000,24300,30500
20.584,17.701,0.6465,0.07866,8.4592,582,2.1317,0.24045,0.078136,7.8001,46.2,13.031,424.1,10.59,17.199,634.8,20.001,110.6,0.63179,1.99,3026.6,60.2,1.29,41.249,241.5,6.642e+05,1.364e+05,32400,11800,14000,18100,29200
11.721,8.4215,1.0881,0.0828,6.522,478.9,1.7222,0.2305,0.098875,9.157,42.9,18.744,441.9,9.064,21.851,548.5,18.087,82.7,0.7463,1.4409,2850.6,68.1,1.117,45.87,182.7,4.712e+05,1.052e+05,33800,15100,1.287e+05,14700,20700
8.6306,8.2128,0.6362,0.062434,7.628,553.1,2.112,0.2541,0.08138,7.107,34.6,11.382,447.9,11.22,15.3,363.8,20.394,107.6,0.6765,2.14,2970.2,51.5,1.179,41.56,351.4,6.81e+05,1.227e+05,29100,10000,11700,21900,29500
34.595,10.254,0.9853,0.062732,7.1808,596.4,2.0875,0.22558,0.058863,5.6179,41.6,7.702,318.6,9.3294,13.405,400.8,18.915,107.5,0.54395,1.53,2674.7,48.1,1.094,32.806,220.9,6.916e+05,1.308e+05,26500,10000,12300,19400,30300
13.513,3.5276,1.5002,0.07238,9.4808,548.4,2.1197,0.20797,0.078655,7.2272,41.7,14.663,374.4,10.55,20.958,479.1,16.047,95.1,0.6523,6.32,3181.3,60.7,1.0965,39.908,336.9,5.449e+05,1.162e+05,34300,15900,70100,17700,23500
11.137,16.569,1.2477,0.07752,7.854,528.2,1.9271,0.31333,0.17105,10.218,50.3,18.711,569,11.53,24.035,447.9,22.587,91.6,0.87747,1.9884,3246,69.6,1.4159,58.773,259.8,5.408e+05,1.156e+05,38500,14300,85200,16500,23200
29.976,19.557,0.7901,0.083281,6.9596,554.6,2.4224,0.26055,0.091832,7.2197,36.6,12.607,425.7,13.058,14.482,545.5,21.854,103.6,0.95335,2.18,3563.7,57.5,1.8034,49.627,368.7,6.644e+05,1.304e+05,33200,9500,13200,21100,27800
25.191,20.989,0.5491,0.066388,10.202,561.5,1.9017,0.2919,0.068575,6.7936,40.3,12.149,503.8,12.74,13.073,556.5,18.725,107,1.0083,2.96,3704.4,61.3,1.353,41.942,480.6,6.546e+05,1.336e+05,33900,10800,13400,21800,29100
16.207,14.573,0.67166,0.05378,7.1808,574.9,2.1991,0.20773,0.09543,6.7504,33.6,13.068,414.7,11.52,13.776,457.6,17.649,108.4,0.61694,5.33,2916.1,49,1.1255,40.546,365.6,6.866e+05,1.225e+05,28500,9300,13400,23000,30000
3.8492,15.094,2.0483,0.091591,7.628,515,1.858,0.2352,0.10897,8.513,44.6,18.674,391.4,9.53,20.77,472,17.788,88.7,0.6688,2.04,2984.9,65.5,1.248,46.834,228.4,4.556e+05,1.007e+05,32700,20200,1.334e+05,14800,19700
38.835,20.434,1.2683,0.076027,7.628,522.2,2.0764,0.27079,0.10848,9.3744,46.2,20.208,518.1,11.362,21.173,537.3,20.902,91.2,0.713,1.97,3264.5,72.7,1.4076,52.765,247.9,5.079e+05,1.127e+05,35400,34000,89900,14300,22600
3.6444,29.296,0.5901,0.055274,5.8776,579.6,2.001,0.15225,0.0421,4.4599,24.7,7.5571,249.8,7.907,9.908,387.5,17.222,104.5,0.4642,1.82,2104.8,38.6,0.888,27.82,184.5,6.831e+05,1.181e+05,21200,7800,11300,23800,30600
8.5538,21.21,1.1807,0.054338,6.522,529.6,1.827,0.19005,0.0718,6.5065,35.8,12.988,355.6,8.598,14.94,350.7,17.036,91.5,0.638,2.12,2518.2,56.4,1.042,33.733,211.7,5.207e+05,1.044e+05,25600,28900,86000,29100,23100
30.765,18.424,0.3188,0.073714,7.628,612.1,2.1502,0.23532,0.067164,7.5659,42.6,15.18,479.2,10.804,14.938,716.3,19.888,107.6,0.67045,2.1,3596,60.3,1.2733,45.428,298,6.403e+05,1.331e+05,34700,10800,15200,22400,28300
37.806,12.855,0.6721,0.080985,8.0816,572.6,2.2012,0.27231,0.088363,7.5832,44.4,14.681,466.1,13.696,17.83,706.9,21.26,115.5,0.65665,1.91,3448.5,60.4,1.5706,51.283,344,6.492e+05,1.382e+05,35300,11100,14200,20100,30200
4.8088,26.062,0.7131,0.071685,6.9596,569.3,2.261,0.26775,0.08135,7.3521,43.3,14.585,484,12.31,15.87,733.5,20.106,110.9,0.7909,2.1,3352.8,59.9,1.416,46.401,313.9,6.461e+05,1.307e+05,35500,10400,13000,21200,29600
17.238,31.997,0.89738,0.09302,10.912,600.5,2.4421,0.3456,0.13384,10.847,53.8,18.997,642.6,12.81,23.478,775,20.995,113.6,0.78934,2.51,3654.8,70.8,1.6533,62.37,263.4,6.058e+05,1.336e+05,44200,14500,28500,16300,27300
12.422,7.1922,1.3095,0.07338,9.008,500.2,1.7737,0.2189,0.09178,8.7644,45.6,19.129,467.8,9.793,21.168,497.2,16.919,90.6,0.73198,1.63,3167.6,71.8,1.2576,44.187,241.8,4.324e+05,98200,35800,16700,1.514e+05,12800,18400
10.386,35.027,0.6516,0.07644,9.2436,559.3,2.2969,0.24764,0.07984,7.4445,44,13.002,351.4,12.45,19.919,495.6,18.995,106.9,0.68484,1.902,3259.3,56.1,1.3329,44.077,370.1,6.327e+05,1.344e+05,33600,14100,26400,18700,28000
37.7,9.18,0.7696,0.088974,7.4036,598.7,2.3612,0.25117,0.070714,7.3693,49.3,12.847,430.4,13.447,18.154,704.6,20.329,115.1,0.667,2.39,3593.2,62.7,1.3482,47.246,367.3,6.424e+05,1.408e+05,36100,12100,14600,17900,29300
17.719,2.5449,0.24937,0.04976,8.3108,545.1,2.0631,0.19662,0.06741,6.53,39.5,11.638,375.8,11.33,14.123,465.6,15.321,101.8,0.56105,1.83,3129.2,55.8,1.0555,36.256,375.5,6.262e+05,1.299e+05,29900,12500,29500,18900,27700
38.04,2.6378,0.6824,0.06761,5.8776,575.2,2.0205,0.22395,0.065377,7.4618,33,11.979,404,10.174,16.322,437.6,20.66,95.3,0.6187,1.64,2605.9,50.3,1.2893,37.845,198.5,5.808e+05,1.123e+05,26700,11300,68600,19600,25900
19.382,16.918,1.6551,0.079788,11.755,506.8,1.9953,0.2751,0.13288,10.45,50.1,23.32,552.4,9.961,26.156,582.9,19.184,84.4,0.95865,2.12,3293.2,76.4,1.442,50.477,200.7,4.363e+05,1.014e+05,39500,27100,1.298e+05,11600,19000
28.864,34.397,0.9049,0.065476,9.9395,632.5,2.7653,0.30333,0.089968,11.568,60.12,20.41,735.3,14.053,23.926,631.5,23.367,117.5,0.8649,2.8025,4247,79.366,1.558,60.993,364.6,6.324e+05,1.469e+05,43800,15200,17400,18200,28100
26.282,15.689,1.65,0.092826,8.5416,544.3,2.374,0.33915,0.10157,9.4171,48.6,12.285,479.6,12.73,23.384,479.6,23.145,102.3,0.86509,3.13,3274.2,60.3,1.667,49.764,312.8,5.797e+05,1.257e+05,35000,14800,57800,17100,25400
10.662,13.878,1.8878,0.06792,14.292,560.8,2.3196,0.25519,0.07847,9.157,60.3,13.926,425.8,11.8,24.507,480.3,18.519,90.9,0.87437,1.9308,3760.9,71.5,1.2231,48.125,299.9,6.292e+05,1.354e+05,41200,14200,16800,18300,23900
28.211,13.023,0.0633,0.062508,7.6672,490.3,1.5711,0.1491,0.085241,4.8895,31.1,9.0143,339.2,6.959,10.441,581.2,15.895,87.3,0.56942,1.69,2303.2,42.9,0.867,27.377,161.1,4.409e+05,84900,21100,45200,1.303e+05,22100,22100
6.5247,33.207,0.3085,0.071004,5.666,584.4,2.013,0.20265,0.08378,6.1213,39.7,10.101,432.8,9.063,13.04,667.2,18.427,109.5,0.561,2.57,2920.4,52.9,1.03,39.068,218.9,6.24e+05,1.281e+05,30100,13400,27300,20000,30400
10.579,18.817,0.5491,0.05856,6.0908,563.1,1.8262,0.1945,0.07776,6.2706,35.2,10.074,475.9,11,13.451,366.1,17.897,98.7,0.50953,1.7771,2613.3,48.6,2.3078,35.728,193,5.784e+05,1.139e+05,26500,14300,61700,20600,25500
27.276,5.4173,0.9544,0.080572,6.9596,546.4,2.1394,0.22785,0.091518,6.5604,42.5,12.222,369.4,12.92,15.068,503.2,19.598,104.1,0.78656,2.07,3184.1,51.8,1.212,44.631,448.6,6.39e+05,1.261e+05,28700,10300,13100,21600,28700
35.828,35.342,1.1147,0.12722,10.599,555.4,2.414,0.33765,0.13836,13.812,60.14,23.58,654.1,14.433,30.318,679.6,21.923,103.1,1.039,2.8642,3949.3,82.146,1.8941,67.825,304,5.395e+05,1.287e+05,43900,22300,66600,14000,23500
28.201,13.95,0.9544,0.06531,5.8776,581.5,1.751,0.21,0.060852,5.0523,31.8,8.8442,314.2,9.167,11.256,529.5,18.105,95,0.55556,1.72,2635.6,44.1,0.995,30.687,252.4,6.696e+05,1.197e+05,23400,11700,15700,21200,30300
20.028,28.471,0.54492,0.094525,18.486,680.7,2.7807,0.36941,0.15249,15,58.74,26.288,1231.3,14.9,29.322,770.6,26.599,124.7,1.0494,2.532,4170.1,83.677,2.06,75.378,289.8,6.16e+05,1.488e+05,46700,14900,17000,16600,27890
18.375,13.697,1.1447,0.063878,6.74,511.3,1.9261,0.21735,0.11088,8.3402,38.7,15.372,428.7,9.644,19.362,529.3,18.5,89,0.76345,1.87,2834,59.3,1.128,40.801,211,5.006e+05,1.058e+05,30900,18900,94000,14700,22300
18.327,2.3648,6.4632,0.06176,5.666,557.4,2.2598,0.22266,0.08866,6.3,39.4,11.209,368.3,12.71,14.007,432.2,18.768,104,0.56413,2.25,3239.1,54.8,1.0726,41.822,446.5,6.574e+05,1.301e+05,28600,10300,14700,21500,29400
20.185,36.903,0.9435,0.052188,8.5965,586.8,2.0653,0.29647,0.10867,9.6256,46.86,12.288,466.3,11.256,23.178,355.9,19.54,81.1,0.8253,2.111,3518.3,61.547,1.5967,47.674,232.6,5.246e+05,1.193e+05,32800,17200,1.13e+05,17500,22590
27.758,35.189,3.459,0.088227,11.341,640,2.641,0.37529,0.10483,12.533,72.55,21.078,738.9,14.044,26.644,662.4,23.19,114.1,0.93005,2.9181,4161.6,81.714,1.7767,65.871,288,6.19e+05,1.453e+05,45000,16000,19500,18400,28010
29.281,10.009,0.5286,0.075226,5.8776,575.3,2.1422,0.2014,0.068717,6.446,40.3,11.613,370.7,13.39,13.734,638.2,19.772,104.2,0.78309,11.75,3570.8,49.1,1.318,40.306,435.2,6.366e+05,1.29e+05,28800,12500,21200,21500,28900
34.179,19.976,0.544,0.096235,7.1808,569.6,2.2736,0.28218,0.11753,6.9466,35.1,13.433,390.8,12.319,14.523,488.6,21.343,107.6,0.73025,2.33,3123.3,49.4,1.4224,51.741,360.3,6.654e+05,1.191e+05,30400,8700,12700,24500,28300
0.6938,35.884,0.785,0.07051,5.8776,566.6,2.1708,0.20265,0.06777,5.4525,36.7,14.311,291.9,12.325,14.067,325.4,18.48,111.8,0.6259,2.4553,2845.9,49,1.311,38.093,285.7,6.656e+05,1.314e+05,27800,9600,12500,22700,29800
10.623,5.0781,0.5132,0.05976,5.8776,543.8,1.9807,0.19521,0.057455,5.3781,30.5,10.537,394,12.08,10.232,516.9,17.416,106.6,0.52533,2.1613,3176.3,49.1,1.1327,35.189,496.2,6.679e+05,1.261e+05,25500,9100,13300,24100,30300
18.486,22.746,1.4022,0.09775,15.256,567.7,2.4317,0.3969,0.10012,11.495,58.2,18.543,588.7,13.54,29.085,537.1,25.04,99.7,1.1758,2.67,4000.1,83,1.764,64.084,290.5,6.096e+05,1.354e+05,50100,15500,19300,14500,25700
4.7445,4.3865,1.1704,0.067937,5.2476,423.7,1.405,0.17745,0.08849,6.5354,27.7,10.867,502.9,9.303,14.29,390.3,13.606,72.9,0.4488,1.41,2255.5,40.6,0.845,31.776,297.2,3.23e+05,72000,22800,18900,2.347e+05,13600,14300
3.8779,17.255,0.4364,0.0729,7.4036,547.8,2.199,0.20475,0.0852,6.5158,38.5,12.844,373,11.27,14.69,529.9,17.829,101.8,0.6226,1.96,3117.5,55.5,1.136,38.728,371,6.672e+05,1.267e+05,30400,9800,13900,22000,29200
31.813,26.897,1.0675,0.10986,11.755,512.4,2.012,0.33524,0.12717,11.098,55.7,20.818,506.2,11.763,28.218,581.9,23.843,87.9,1.0361,1.71,3566.6,79.2,1.5184,65.577,273.9,4.975e+05,1.166e+05,40800,17500,97900,10600,20100
7.7783,0.76478,0.8671,0.076213,7.1808,528.2,1.764,0.19005,0.09511,5.6485,35.8,11.073,336.1,10.31,13.78,489,17.242,90.6,0.6644,2.25,2929.3,50.6,0.937,38.141,399.6,5.183e+05,1.066e+05,24900,15100,93000,18300,23700
7.5334,19.195,0.9853,0.063219,7.4036,550.4,1.894,0.1995,0.08443,5.94,32.9,9.6933,318.5,10.87,14.09,404.3,17.737,105.8,0.5929,1.96,2766.8,50.1,1.055,38.429,312.4,6.671e+05,1.19e+05,28000,10600,15200,21300,28800
28.965,25.074,0.8876,0.11221,11.755,592.1,1.8613,0.29569,0.098869,7.0461,57,12.906,470,12.615,14.944,640.6,29.565,103.3,1.0856,2.64,3371.6,63,1.4453,48.803,394,6.488e+05,1.32e+05,33000,11700,15100,17600,29200
38.709,11.508,0.9339,0.0718,8.3108,579.2,2.279,0.29149,0.076362,7.7983,45.9,12.643,446.8,13.89,18.838,561.3,21.816,108.1,0.62905,5.94,3650.4,66,1.4913,51.817,384.9,6.419e+05,1.344e+05,37300,11800,16200,19400,27700
34.003,5.492,0.9955,0.067389,4.43,583.3,1.8959,0.22005,0.079493,5.985,39.9,10.793,406.8,9.8908,12.163,591.9,18.146,102.5,0.53935,2.11,3293.5,52.8,1.0645,43.857,306.7,6.627e+05,1.327e+05,29300,11400,14800,22000,29500
1.1358,17.299,0.6055,0.06488,7.4036,573.1,2.1375,0.24255,0.10986,6.6962,42.6,13.338,455.9,12.376,15.044,610.6,19.247,109.2,0.6644,2.23,3455.8,61.2,1.228,41.268,404.4,6.382e+05,1.337e+05,32900,11200,14500,19500,29000
5.5336,30.327,0.6003,0.065036,6.9596,577.7,2.22,0.2226,0.07614,5.4662,34.2,8.7107,312.6,9.617,12.96,408.1,19.601,111,0.5742,2.39,2557.5,45.6,1.443,41.159,226.6,6.894e+05,1.28e+05,26000,8400,11300,22000,31200
32.449,18.35,0.5542,0.063136,6.0908,595,2.3678,0.25331,0.082392,8.205,39.2,16.279,481.9,12.236,15.117,679.7,20.977,107.8,0.7268,2.1,3798.9,59.4,1.569,58.203,294.5,6.388e+05,1.306e+05,36000,10900,15700,22700,28200
17.652,9.955,0.48576,0.05912,7.4036,553.2,1.9807,0.1885,0.069745,6.3536,37.8,12.056,386.8,10.7,13.787,476.1,16.778,107.8,0.58775,3,2928.4,51.4,1.1877,34.892,325,6.631e+05,1.268e+05,28000,10200,16600,20200,30300
29.174,29.676,1.5194,0.085548,13.146,647.4,2.4072,0.31412,0.15445,14.682,52.223,23.794,1036.7,13.259,32.529,504.3,24.993,104.3,1.188,2.61,3624.8,75.281,1.8211,61.954,232.4,5.986e+05,1.357e+05,38500,19900,54800,19100,25360
34.802,31.223,1.3694,0.087227,9.7868,521.9,2.168,0.29882,0.13209,11.682,47.57,20.568,520.3,11.9,27.847,603.6,20.223,89.8,0.955,1.8009,3427.9,69.694,1.6376,56.095,289.1,4.802e+05,1.128e+05,35600,19500,1.018e+05,13600,21200
30.34,8.0749,0.4928,0.061233,5.456,497.8,2.0499,0.15586,0.060221,4.7447,30,7.5554,295.5,10.63,9.9974,465.9,17.811,71.8,0.46575,1.85,2675.4,40.6,1.0765,28.581,196.8,6.127e+05,1.143e+05,23100,8700,11400,24300,25800
18.139,18.265,1.2116,0.10336,11.755,593.6,2.5413,0.32655,0.11374,10.13,57.1,19.782,551.3,13.44,24.906,723.5,21.954,107.2,0.95172,2.97,4067.3,79.6,1.699,60.957,295.7,6.018e+05,1.425e+05,47800,14600,19000,14600,25800
28.986,19.238,0.9031,0.07276,7.6672,591.5,2.2043,0.21765,0.090107,7.144,36.8,12.189,386.7,11.398,15.539,537.5,19.685,101,0.7383,2.2,2899.9,52.6,1.2857,42.36,302.4,6.26e+05,1.215e+05,29400,11500,40000,20700,27800
23.876,25.174,0.975,0.095348,10.495,592.6,2.2334,0.3171,0.091122,8.1488,46.6,12.485,462.5,12.13,18.743,610.7,21.993,107.9,0.92978,2.02,3555.1,63.5,1.626,49.204,346.1,6.497e+05,1.352e+05,37400,12200,14000,18500,27900
4.7002,20.04,1.1447,0.075944,5.456,537.3,2.044,0.2457,0.09648,6.7671,43.7,11.134,401.1,13.24,15.79,475.3,19.714,101.5,0.6402,2.26,3336.1,57.4,1.245,43.229,481.1,6.595e+05,1.241e+05,31800,10700,17800,20800,27900
5.6486,20.17,0.826,0.073473,5.8776,519.3,1.748,0.19215,0.07121,6.3499,44.1,11.927,391.2,11.3,14.88,527.5,15.934,94.9,0.5709,2.58,3067.9,55.6,1.07,36.699,388.9,5.623e+05,1.134e+05,30900,13100,65900,19600,25000
32.353,11.679,0.8106,0.091319,5.8776,603,2.329,0.29516,0.15026,6.265,36.3,13.327,355.5,11.243,13.171,655.3,24.456,108.8,0.72795,2.17,2970.1,49.2,1.3451,61.121,253.5,6.558e+05,1.318e+05,28300,10600,14600,21800,30900
11.543,30.435,0.7388,0.08428,8.5416,552.4,2.5142,0.26996,0.088155,7.4445,44.1,13.046,384.4,12.7,19.614,534.7,21.062,115.2,0.74719,2.6,3153,60.8,1.408,46.937,320.5,6.619e+05,1.369e+05,35500,10900,12900,19500,30600
3.8601,22.936,0.5337,0.067107,5.8776,529,1.981,0.2499,0.10959,7.1317,41,13.483,472.3,12.12,14.82,546,19.673,101.5,0.6435,2.42,3264.7,57.7,1.208,44.743,400.6,6.108e+05,1.208e+05,31300,12100,27800,19300,27900
2.6555,32.192,1.1498,0.07916,12.196,516.4,2.2828,0.24675,0.12832,12.461,44.3,26.618,532.8,9.601,24.495,392.5,18.165,107.5,0.8668,1.6334,2585.1,64.3,1.148,53.547,145.3,5.985e+05,1.277e+05,40700,26500,35400,39000,28600
33.47,30.836,1.2309,0.13496,12.806,544.5,2.402,0.31529,0.15763,14.612,57.06,25.604,715.1,14.8,30.788,575.2,23.501,98.6,1.104,1.49,3955.6,79.483,1.9988,70.86,291.8,5.532e+05,1.276e+05,43700,19900,59300,15000,24100
8.5115,12.533,0.667,0.058191,8.3108,556.1,1.92,0.2163,0.06865,6.9525,33.1,12.72,531.1,9.249,12.6,526.4,18.808,104.2,0.715,1.67,2678,53.8,1.095,37.822,199.8,6.349e+05,1.189e+05,29000,13400,21200,21000,29300
2.5784,21.137,0.5952,0.0543,5.666,561.7,1.995,0.20055,0.0795,5.5188,35.7,9.7013,343.7,11.206,12.187,456.5,18.417,105.9,0.5401,1.9664,2788.4,49.3,1.012,34.035,375.5,6.75e+05,1.235e+05,25900,8800,13100,22200,30300
7.5197,21.048,1.3146,0.069825,7.854,531.1,2.068,0.27615,0.09215,8.5099,49.1,16.315,438.4,11.86,21.06,500.7,19.148,95.6,0.8316,2.73,3381.2,67.4,1.44,49.45,263.1,5.461e+05,1.187e+05,37700,15500,75800,16500,24000
31.761,33.349,0.8884,0.066929,10.054,533.1,2.332,0.32222,0.13814,12.233,62.05,22.659,576.6,13.032,28,545,21.045,95.6,0.963,2.3276,3753.1,78.567,1.8235,62.33,246.4,5.296e+05,1.227e+05,40500,19800,83700,15100,22500
12.316,35.969,0.3085,0.05998,5.8776,562.5,2.2114,0.20519,0.091205,5.7194,36.1,11.66,389.6,10.83,12.38,567.9,17.602,108.8,0.58173,2.03,2981.4,50.4,1.1218,40.337,345.5,6.56e+05,1.254e+05,28000,11900,13700,22500,30100
19.052,3.5763,0.6875,0.061814,5.456,575.7,2.0177,0.1764,0.079427,6.072,45.6,10.212,386.5,11.87,11.97,617.2,17.174,103.2,0.53246,1.96,3560.8,58.2,1.123,37.185,411.5,6.499e+05,1.392e+05,31100,11100,15100,20100,29400
8.5058,30.38,0.4569,0.055298,4.8356,574.1,2.042,0.20685,0.08266,4.8595,37.7,8.9538,341.3,8.854,9.883,536.4,18.88,110.6,0.4763,3.85,2565.9,41.7,0.951,32.682,236.9,6.857e+05,1.313e+05,23600,9000,11800,22400,32100
1.7266,19.433,0.7798,0.06718,7.1808,527.9,2.0976,0.22995,0.06996,7.6692,41.8,13.132,479.8,13.678,16.927,500,18.974,105.8,0.6391,2.9027,3334.7,60.5,1.287,39.141,408,6.357e+05,1.271e+05,33500,12300,18900,18600,28600
27.043,31.537,0.4391,0.071717,6.3201,615,1.9608,0.23412,0.059342,8.2776,39.673,13.641,400.6,9.7847,19.824,289.2,17.252,80.2,0.7173,2.539,3544.9,58.071,1.1556,36.213,248.1,5.02e+05,1.148e+05,29500,17200,1.381e+05,18200,21050
12.705,4.3846,1.0675,0.05808,6.74,566.2,1.9354,0.20987,0.04982,7.7742,40.5,12.947,402.2,10.04,17.997,409,16.625,91.9,0.55421,1.69,2982.6,62.8,1.14,35.332,298.9,5.451e+05,1.153e+05,28900,15600,89400,18500,23400
14.463,8.7843,0.9801,0.06356,8.774,552.8,2.0126,0.24262,0.09791,7.9947,47.2,16.313,471,12.33,19.278,488.5,18.147,101.3,0.76478,2.67,3290.5,69.4,1.2816,46.816,341.8,5.83e+05,1.184e+05,36000,13300,50100,16000,25800
5.8021,1.6463,1.428,0.069823,9.008,424.2,1.618,0.2142,0.11721,8.7437,35.7,14.152,439.2,8.233,17.2,310.1,16.264,76.8,0.7777,1.15,2236,57,0.973,45.711,229.9,4.011e+05,79700,29000,1.027e+05,1.28e+05,13000,18900
30.063,13.568,0.3443,0.049354,5.2476,568.4,1.9447,0.16742,0.056993,4.9047,26.4,9.0806,355,8.2529,9.7872,454.3,17.943,84.2,0.4945,1.8,2459.3,39.3,1.0245,29.157,146,6.436e+05,1.208e+05,23400,9000,11300,24500,29100
38.939,12.067,1.7171,0.079985,11.755,560.6,2.3998,0.30555,0.085905,9.3982,54.6,16.603,496,13.334,23.589,629.1,21.766,108.9,0.86135,2.23,3768,73.8,1.6629,55.498,343.9,6.307e+05,1.328e+05,43100,13400,15800,16600,27400
